"country_en","country_cn","event_date","event_name","event_type_original","event_category","event_category_en","impact","visit_level","visit_direction","visitor","host","location","source"
"Netherlands","荷兰","2019-07","22 countries including the Netherlands send joint UNHRC letter criticizing China's Xinjiang policy","diplomatic","外交抗议/摩擦","Diplomatic protest / friction","negative","","","","","","https://www.mfa.gov.cn/fyrbt_673021/jzhsl_673025/201907/t20190711_5417754.shtml"
"Netherlands","荷兰","2020-03","Netherlands recalls 600,000 face masks purchased from China","pandemic","疫情/灾害冲击","Pandemic / disaster shock","negative","","","","","","https://news.cgtn.com/news/2020-03-31/How-the-Netherlands-China-face-mask-investigation-should-be-dealt-with-PiMzxQYz2U/index.html"
"Netherlands","荷兰","2022-11","Bilateral meeting on sidelines of G20 summit","leader_visit","多边/第三方会晤","Multilateral / third-party meeting","neutral","state_head","third_party_meeting","Chinese President Xi Jinping","Dutch Prime Minister Mark Rutte","Bali, Indonesia","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679234/sbgx_679238/"
"Netherlands","荷兰","2023-06","Netherlands announces export controls on advanced semiconductor equipment","sanctions","科技管制/出口限制","Tech control / export restriction","negative","","","","","","https://www.government.nl/latest/news/2025/01/15/klever-export-controls-on-advanced-semiconductor-manufacturing-equipment-to-be-tightened"
"Netherlands","荷兰","2024-03","Working visit to China","leader_visit","高层互访","High-level visit","neutral","government_head","partner_to_china","Dutch Prime Minister Mark Rutte","Chinese President Xi Jinping","Beijing, China","http://en.cppcc.gov.cn/2024-03/28/c_974654.htm"
"Netherlands","荷兰","2025-05","Official visit to China","leader_visit","高层互访","High-level visit","neutral","minister","partner_to_china","Dutch Foreign Minister Caspar Veldkamp","Chinese Foreign Minister Wang Yi","Beijing, China","https://www.mfa.gov.cn/web/fyrbt_673021/202505/t20250523_11631472.shtml"
"Philippines","菲律宾","2004-09","State visit to China","leader_visit","高层互访","High-level visit","neutral","state_head","partner_to_china","Philippine President Gloria Macapagal Arroyo","Chinese President Hu Jintao","Beijing","https://www.chinadaily.com.cn/english/doc/2004-09/02/content_370842.htm"
"Philippines","菲律宾","2005-03","Tripartite Joint Marine Seismic Undertaking (JMSU) signed in Manila by China, Philippines and Vietnam","territorial","主权纠纷","Sovereignty dispute","negative","","","","","","https://ph.china-embassy.gov.cn/eng/zfgx/zzgx/200501/t20050121_1336099.htm"
"Philippines","菲律宾","2005-04","State visit to the Philippines","leader_visit","高层互访","High-level visit","neutral","state_head","china_to_partner","Chinese President Hu Jintao","Philippine President Gloria Macapagal Arroyo","Manila","https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676452/xgxw_676458/200504/t20050426_7977391.shtml"
"Philippines","菲律宾","2006-10","State visit to China and attendance at the ASEAN-China Commemorative Summit","leader_visit","高层互访","High-level visit","positive","state_head","partner_to_china","Philippine President Gloria Macapagal Arroyo","Chinese President Hu Jintao","Beijing and Nanning","https://www.chinadaily.com.cn/china/2006-10/31/content_720769.htm"
"Philippines","菲律宾","2007-01","China and Philippines sign MOU on broadening agriculture and fisheries cooperation","economic","经贸互利合作","Economic win-win cooperation","positive","","","","","","https://www.rsis.edu.sg/wp-content/uploads/2000/01/Monograph22.pdf"
"Philippines","菲律宾","2007-01","Official visit to the Philippines","leader_visit","高层互访","High-level visit","neutral","government_head","china_to_partner","Chinese Premier Wen Jiabao","Philippine President Gloria Macapagal Arroyo","Manila","https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676452/sbgx_676456/"
"Philippines","菲律宾","2007-09","State visit to China and attendance at the 2007 Summer Davos","leader_visit","高层互访","High-level visit","neutral","state_head","partner_to_china","Philippine President Gloria Macapagal Arroyo","Chinese President Hu Jintao","Beijing and Dalian","http://www.china.org.cn/english/international/226660.htm"
"Philippines","菲律宾","2009-03","Philippines signs Republic Act 9522 baselines law; China protests","territorial","主权纠纷","Sovereignty dispute","negative","","","","","","http://www.cctv.com/english/20090311/111452.shtml"
"Philippines","菲律宾","2011-03","Chinese patrol boats harass Philippine survey vessel at Reed Bank","territorial","主权纠纷","Sovereignty dispute","negative","","","","","","https://www.bbc.com/zhongwen/simp/china/2011/03/110303_philippines_china"
"Philippines","菲律宾","2011-08","State visit to China","leader_visit","高层互访","High-level visit","neutral","state_head","partner_to_china","Philippine President Benigno Aquino III","Chinese President Hu Jintao","Beijing","https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676452/sbgx_676456/"
"Philippines","菲律宾","2012-04","Scarborough Shoal standoff","territorial","主权纠纷","Sovereignty dispute","negative","","","","","","https://www.fmprc.gov.cn/web//gjhdq_676201/gj_676203/yz_676205/1206_676452/1207_676464/201607/t20160713_9290945.shtml"
"Philippines","菲律宾","2013-01","Philippines files SCS arbitration","diplomatic","主权纠纷","Sovereignty dispute","negative","","","","","","https://www.fmprc.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676452/1207_676464/201412/t20141207_7977735.shtml"
"Philippines","菲律宾","2014-11","Bilateral meeting on sidelines of APEC Economic Leaders' Meeting","leader_visit","多边/第三方会晤","Multilateral / third-party meeting","neutral","state_head","third_party_meeting","Chinese President Xi Jinping","Philippine President Benigno Aquino III","Beijing","https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676452/sbgx_676456/"
"Philippines","菲律宾","2016-07","South China Sea tribunal ruling","territorial","主权纠纷","Sovereignty dispute","negative","","","","","","https://www.chinadaily.com.cn/a/202507/18/WS6879b545a310ad07b5d90a66.html"
"Philippines","菲律宾","2016-10","Duterte Visits China","leader_visit","高层互访","High-level visit","positive","state_head","partner_to_china","","","","https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676452/sbgx_676456/"
"Philippines","菲律宾","2017-05","China-Philippines BCM launched","diplomatic","战略伙伴关系提升","Strategic partnership upgrade","positive","","","","","","https://www.fmprc.gov.cn/nanhai/eng/wjbxw_1/201705/t20170519_8523377.htm#:~:text=In%20the%20spirit%20of%20the%20friendly%20dialogue%20between,Guiyang%2C%20Guizhou%20Province%2C%20China%20on%2019%20May%202017."
"Philippines","菲律宾","2017-05","Attendance at the Belt and Road Forum for International Cooperation and bilateral meeting","leader_visit","多边/第三方会晤","Multilateral / third-party meeting","neutral","state_head","partner_to_china","Philippine President Rodrigo Duterte","Chinese President Xi Jinping","Beijing","https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676452/sbgx_676456/"
"Philippines","菲律宾","2017-11","Official visit to the Philippines and attendance at the 2017 ASEAN Summit","leader_visit","多边/第三方会晤","Multilateral / third-party meeting","neutral","government_head","china_to_partner","Chinese Premier Li Keqiang","Philippine President Rodrigo Duterte","Manila","https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676452/sbgx_676456/"
"Philippines","菲律宾","2018-04","Attendance at the Boao Forum for Asia Annual Conference and bilateral meeting","leader_visit","多边/第三方会晤","Multilateral / third-party meeting","neutral","state_head","partner_to_china","Philippine President Rodrigo Duterte","Chinese President Xi Jinping","Boao","https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676452/sbgx_676456/"
"Philippines","菲律宾","2018-11","Philippines-China MoU on oil and gas development in West Philippine Sea","economic","经贸互利合作","Economic win-win cooperation","positive","","","","","","https://www.mfa.gov.cn/nanhai/chn/zcfg/201811/t20181127_8523620.htm"
"Philippines","菲律宾","2018-11","Xi Visits Philippines","leader_visit","高层互访","High-level visit","positive","state_head","china_to_partner","","","","https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676452/sbgx_676456/"
"Philippines","菲律宾","2019-04","Attendance at the Second Belt and Road Forum for International Cooperation and bilateral meeting","leader_visit","多边/第三方会晤","Multilateral / third-party meeting","neutral","state_head","partner_to_china","Philippine President Rodrigo Duterte","Chinese President Xi Jinping","Beijing","https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676452/sbgx_676456/"
"Philippines","菲律宾","2019-04","Bilateral meeting on sidelines of the Second Belt and Road Forum for International Cooperation","leader_visit","多边/第三方会晤","Multilateral / third-party meeting","neutral","state_head","partner_to_china","Philippine President Rodrigo Duterte","Chinese President Xi Jinping","Beijing","http://2019.beltandroadforum.org/english/index.html"
"Philippines","菲律宾","2019-06","Reed Bank/Gem-Ver collision","territorial","主权纠纷","Sovereignty dispute","negative","","","","","","https://apnews.com/article/d91f7bd58d97449aa78c2e86d46bb21b"
"Philippines","菲律宾","2023-01","State visit to China","leader_visit","高层互访","High-level visit","neutral","state_head","partner_to_china","Philippine President Ferdinand Marcos Jr.","Chinese President Xi Jinping","Beijing","https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676452/sbgx_676456/"
"Philippines","菲律宾","2023-02","US Base Expansion","military","主权纠纷","Sovereignty dispute","negative","","","","","","https://military.cnr.cn/jmzs/20230211/t20230211_526151352.shtml"
"Philippines","菲律宾","2023-08","Second Thomas Shoal water cannon","territorial","主权纠纷","Sovereignty dispute","negative","","","","","","https://www.cnn.com/2023/08/07/asia/china-philippines-coast-guard-confrontation-south-china-sea-intl-hnk"
"Philippines","菲律宾","2023-11","Bilateral meeting on sidelines of the APEC Economic Leaders' Meeting","leader_visit","多边/第三方会晤","Multilateral / third-party meeting","neutral","state_head","third_party_meeting","Chinese President Xi Jinping","Philippine President Ferdinand Marcos Jr.","San Francisco","https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676452/sbgx_676456/"
"Russia","俄罗斯","2004-10","Supplementary agreement on China-Russia eastern border signed","territorial","战略伙伴关系提升","Strategic partnership upgrade","positive","","","","","","https://www.gov.cn/gongbao/content/2005/content_64242.htm"
"Russia","俄罗斯","2005-08","Peace Mission 2005 joint military exercise","military","军事安全合作","Military / security cooperation","positive","","","","","","http://www.china.org.cn/english/2005/Aug/137129.htm"
"Russia","俄罗斯","2006-01","Russia Year in China launched","diplomatic","人文交流合作","Cultural / people-to-people cooperation","positive","","","","","","https://www.chinadaily.com.cn/china/2006-03/20/content_546970.htm"
"Russia","俄罗斯","2006-03","State visit to China","leader_visit","高层互访","High-level visit","neutral","state_head","partner_to_china","Russian President Vladimir Putin","Chinese President Hu Jintao","Beijing, China","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679110/sbgx_679114/"
"Russia","俄罗斯","2007-03","State visit to Russia","leader_visit","高层互访","High-level visit","neutral","state_head","china_to_partner","Chinese President Hu Jintao","Russian President Vladimir Putin","Moscow, Russia","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679110/sbgx_679114/"
"Russia","俄罗斯","2008-05","State visit to China","leader_visit","高层互访","High-level visit","neutral","state_head","partner_to_china","Russian President Dmitry Medvedev","Chinese President Hu Jintao","Beijing, China","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679110/sbgx_679114/"
"Russia","俄罗斯","2008-10","Heixiazi Island handover and border marker unveiling","territorial","战略伙伴关系提升","Strategic partnership upgrade","positive","","","","","","https://www.chinadaily.com.cn/china/2008-10/14/content_7105162_2.htm"
"Russia","俄罗斯","2009-02","New Star cargo ship sunk by Russian coast guard","diplomatic","外交抗议/摩擦","Diplomatic protest / friction","negative","","","","","","https://bj.china-embassy.gov.cn/chn/fyrth/200902/t20090219_5615323.htm"
"Russia","俄罗斯","2009-06","State visit to Russia","leader_visit","高层互访","High-level visit","neutral","state_head","china_to_partner","Chinese President Hu Jintao","Russian President Dmitry Medvedev","Moscow, Russia","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679110/sbgx_679114/"
"Russia","俄罗斯","2010-09","China-Russia crude oil pipeline completed","economic","经贸互利合作","Economic win-win cooperation","positive","","","","","","https://www.chinadaily.com.cn/business/2010-09/27/content_11354901.htm"
"Russia","俄罗斯","2011-06","Treaty of Good-Neighborliness 10th anniversary joint statement","diplomatic","战略伙伴关系提升","Strategic partnership upgrade","positive","","","","","","https://www.mfa.gov.cn/web/ziliao_674904/1179_674909/201106/t20110617_7947327.shtml"
"Russia","俄罗斯","2012-06","State visit to China","leader_visit","高层互访","High-level visit","neutral","state_head","partner_to_china","Russian President Vladimir Putin","Chinese President Hu Jintao","Beijing, China","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679110/sbgx_679114/"
"Russia","俄罗斯","2012-07","Russian coast guard fires on Chinese fishing vessel","diplomatic","外交抗议/摩擦","Diplomatic protest / friction","negative","","","","","","https://www.chinanews.com.cn/gj/2012/07-18/4039622.shtml"
"Russia","俄罗斯","2013-03","State visit to Russia","leader_visit","高层互访","High-level visit","positive","state_head","china_to_partner","Chinese President Xi Jinping","Russian President Vladimir Putin","Moscow, Russia","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679110/sbgx_679114/"
"Russia","俄罗斯","2014-05","East-route gas supply contract signed","economic","经贸互利合作","Economic win-win cooperation","positive","","","","","","https://www.nea.gov.cn/2014-05/22/c_133352383.htm"
"Russia","俄罗斯","2014-05","State visit to China","leader_visit","高层互访","High-level visit","neutral","state_head","partner_to_china","Russian President Vladimir Putin","Chinese President Xi Jinping","Shanghai, China","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679110/sbgx_679114/"
"Russia","俄罗斯","2015-05","State visit to Russia","leader_visit","高层互访","High-level visit","positive","state_head","china_to_partner","Chinese President Xi Jinping","Russian President Vladimir Putin","Moscow, Russia","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679110/sbgx_679114/"
"Russia","俄罗斯","2015-05","Joint statement on Silk Road Economic Belt and EEU alignment","strategic","战略伙伴关系提升","Strategic partnership upgrade","positive","","","","","","https://www.gov.cn/xinwen/2015-05/09/content_2859384.htm"
"Russia","俄罗斯","2016-06","State visit to China","leader_visit","高层互访","High-level visit","neutral","state_head","partner_to_china","Russian President Vladimir Putin","Chinese President Xi Jinping","Beijing, China","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679110/sbgx_679114/"
"Russia","俄罗斯","2017-07","State visit to Russia","leader_visit","高层互访","High-level visit","neutral","state_head","china_to_partner","Chinese President Xi Jinping","Russian President Vladimir Putin","Moscow, Russia","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679110/sbgx_679114/"
"Russia","俄罗斯","2018-06","State visit to China","leader_visit","高层互访","High-level visit","neutral","state_head","partner_to_china","Russian President Vladimir Putin","Chinese President Xi Jinping","Beijing, China","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679110/sbgx_679114/"
"Russia","俄罗斯","2019-06","Relations elevated to comprehensive strategic partnership of coordination for a new era","strategic","战略伙伴关系提升","Strategic partnership upgrade","positive","","","","","","https://www.gov.cn/xinwen/2019-06/05/content_5397805.htm"
"Russia","俄罗斯","2019-06","State visit to Russia","leader_visit","高层互访","High-level visit","positive","state_head","china_to_partner","Chinese President Xi Jinping","Russian President Vladimir Putin","Moscow, Russia","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679110/sbgx_679114/"
"Russia","俄罗斯","2019-12","Power of Siberia gas pipeline begins deliveries","economic","经贸互利合作","Economic win-win cooperation","positive","","","","","","https://www.gov.cn/xinwen/2020-01/18/content_5470440.htm"
"Russia","俄罗斯","2021-06","Video meeting on treaty extension","leader_visit","远程通话/视频会晤","Remote talk / virtual meeting","positive","state_head","third_party_meeting","Chinese President Xi Jinping","Russian President Vladimir Putin","Virtual (Beijing-Moscow video link)","http://www.mod.gov.cn/gfbw/gc/xjp/2021_213415/4888335.html"
"Russia","俄罗斯","2022-02","State visit to China","leader_visit","高层互访","High-level visit","positive","state_head","partner_to_china","Russian President Vladimir Putin","Chinese President Xi Jinping","Beijing, China","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679110/sbgx_679114/"
"Russia","俄罗斯","2022-02","Joint statement on international relations entering a new era","strategic","战略伙伴关系提升","Strategic partnership upgrade","positive","","","","","","https://www.gov.cn/xinwen/2022-02/04/content_5672025.htm"
"Russia","俄罗斯","2022-09","Bilateral meeting on sidelines of SCO summit","leader_visit","多边/第三方会晤","Multilateral / third-party meeting","neutral","state_head","third_party_meeting","Chinese President Xi Jinping","Russian President Vladimir Putin","Samarkand, Uzbekistan","https://www.gov.cn/xinwen/2022-09/15/content_5710117.htm"
"Russia","俄罗斯","2023-03","State visit to Russia","leader_visit","高层互访","High-level visit","positive","state_head","china_to_partner","Chinese President Xi Jinping","Russian President Vladimir Putin","Moscow, Russia","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679110/sbgx_679114/"
"Russia","俄罗斯","2024-05","State visit to China","leader_visit","高层互访","High-level visit","neutral","state_head","partner_to_china","Russian President Vladimir Putin","Chinese President Xi Jinping","Beijing, China","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679110/sbgx_679114/"
"Russia","俄罗斯","2024-10","Bilateral meeting on sidelines of BRICS summit","leader_visit","多边/第三方会晤","Multilateral / third-party meeting","neutral","state_head","third_party_meeting","Chinese President Xi Jinping","Russian President Vladimir Putin","Kazan, Russia","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679110/sbgx_679114/"
"Russia","俄罗斯","2025-05","State visit to Russia","leader_visit","高层互访","High-level visit","neutral","state_head","china_to_partner","Chinese President Xi Jinping","Russian President Vladimir Putin","Moscow, Russia","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679110/sbgx_679114/"
"Saudi Arabia","沙特阿拉伯","2016-01","China and Saudi Arabia establish comprehensive strategic partnership","strategic","战略伙伴关系提升","Strategic partnership upgrade","positive","","","","","","https://www.gov.cn/xinwen/2016-01/20/content_5034608.htm"
"Saudi Arabia","沙特阿拉伯","2006-01","State visit to China","leader_visit","高层互访","High-level visit","neutral","state_head","partner_to_china","Saudi King Abdullah bin Abdul-Aziz Al Saud","Chinese President Hu Jintao","Beijing, China","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676860/sbgx_676864/"
"Saudi Arabia","沙特阿拉伯","2006-04","State visit to Saudi Arabia","leader_visit","高层互访","High-level visit","neutral","state_head","china_to_partner","Chinese President Hu Jintao","Saudi King Abdullah bin Abdul-Aziz Al Saud","Riyadh, Saudi Arabia","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676860/sbgx_676864/"
"Saudi Arabia","沙特阿拉伯","2008-05","Saudi Arabia donates over US$60 million for Wenchuan earthquake relief","crisis","疫情/危机援助","Pandemic / crisis aid","positive","","","","","","https://www.chinadaily.com.cn/world/2016xivisitmiddleeast/2016-01/19/content_23139368.htm"
"Saudi Arabia","沙特阿拉伯","2008-06","China and Saudi Arabia establish strategic friendly relations","strategic","战略伙伴关系提升","Strategic partnership upgrade","positive","","","","","","https://www.chinadaily.com.cn/china/2008-06/22/content_6784496.htm"
"Saudi Arabia","沙特阿拉伯","2008-06","Official visit to Saudi Arabia","leader_visit","高层互访","High-level visit","neutral","state_head","china_to_partner","Chinese Vice President Xi Jinping","Saudi King Abdullah bin Abdul-Aziz Al Saud","Jeddah, Saudi Arabia","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676860/sbgx_676864/"
"Saudi Arabia","沙特阿拉伯","2009-02","State visit to Saudi Arabia","leader_visit","高层互访","High-level visit","neutral","state_head","china_to_partner","Chinese President Hu Jintao","Saudi King Abdullah bin Abdul-Aziz Al Saud","Riyadh, Saudi Arabia","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676860/sbgx_676864/"
"Saudi Arabia","沙特阿拉伯","2012-01","Official visit to Saudi Arabia","leader_visit","高层互访","High-level visit","neutral","government_head","china_to_partner","Chinese Premier Wen Jiabao","Saudi King Abdullah bin Abdul-Aziz Al Saud","Riyadh, Saudi Arabia","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676860/sbgx_676864/"
"Saudi Arabia","沙特阿拉伯","2015-09","Mina Hajj stampede kills Chinese pilgrims","crisis","疫情/灾害冲击","Pandemic / disaster shock","negative","","","","","","https://apnews.com/article/d20f80188e3543bfb36d512df7777cd4"
"Saudi Arabia","沙特阿拉伯","2016-01","State visit to Saudi Arabia","leader_visit","高层互访","High-level visit","neutral","state_head","china_to_partner","Chinese President Xi Jinping","Saudi King Salman bin Abdulaziz Al Saud","Riyadh, Saudi Arabia","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676860/sbgx_676864/"
"Saudi Arabia","沙特阿拉伯","2016-08","Official visit to China","leader_visit","高层互访","High-level visit","neutral","state_head","partner_to_china","Saudi Deputy Crown Prince Mohammed bin Salman","Chinese President Xi Jinping","Beijing, China","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676860/sbgx_676864/"
"Saudi Arabia","沙特阿拉伯","2017-03","State visit to China","leader_visit","高层互访","High-level visit","neutral","state_head","partner_to_china","Saudi King Salman bin Abdulaziz Al Saud","Chinese President Xi Jinping","Beijing, China","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676860/sbgx_676864/"
"Saudi Arabia","沙特阿拉伯","2019-02","State visit to China","leader_visit","高层互访","High-level visit","neutral","state_head","partner_to_china","Saudi Crown Prince Mohammed bin Salman","Chinese President Xi Jinping","Beijing, China","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676860/sbgx_676864/"
"Saudi Arabia","沙特阿拉伯","2019-09","Abqaiq-Khurais attack disrupts Saudi oil supply","economic","安全威胁","Security threat","negative","","","","","","https://apnews.com/article/d20f80188e3543bfb36d512df7777cd4"
"Saudi Arabia","沙特阿拉伯","2020-03","COVID-19 pandemic and oil price war slash China oil demand","economic","疫情/灾害冲击","Pandemic / disaster shock","negative","","","","","","https://pmc.ncbi.nlm.nih.gov/articles/PMC8652835/"
"Saudi Arabia","沙特阿拉伯","2022-11","Saudi Arabia becomes Chinese group tourism destination","economic","经贸互利合作","Economic win-win cooperation","positive","","","","","","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676860/sbgx_676864/"
"Saudi Arabia","沙特阿拉伯","2022-12","State visit to Saudi Arabia","leader_visit","高层互访","High-level visit","neutral","state_head","china_to_partner","Chinese President Xi Jinping","Saudi King Salman bin Abdulaziz Al Saud","Riyadh, Saudi Arabia","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676860/sbgx_676864/"
"Saudi Arabia","沙特阿拉伯","2023-06","Saudi Aramco acquires 10% stake in Rongsheng Petrochemical","economic","经贸互利合作","Economic win-win cooperation","positive","","","","","","https://www.spa.gov.sa/en/99ae2fda09n"
"Saudi Arabia","沙特阿拉伯","2023-11","PBOC and SAMA sign bilateral currency swap agreement","economic","经贸互利合作","Economic win-win cooperation","positive","","","","","","https://www.pbc.gov.cn/en/3688110/3688172/4756445/2025092319412691833/index.html"
"Saudi Arabia","沙特阿拉伯","2024-09","Official visit to Saudi Arabia","leader_visit","高层互访","High-level visit","neutral","government_head","china_to_partner","Chinese Premier Li Qiang","Saudi Crown Prince Mohammed bin Salman","Riyadh, Saudi Arabia","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676860/sbgx_676864/"
"Saudi Arabia","沙特阿拉伯","2025-05","China launches unilateral visa-free trial for Saudi citizens","diplomatic","人文交流合作","Cultural / people-to-people cooperation","positive","","","","","","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676860/sbgx_676864/"
"Saudi Arabia","沙特阿拉伯","2025-10","Official visit to Saudi Arabia","leader_visit","高层互访","High-level visit","neutral","state_head","china_to_partner","Chinese Vice President Han Zheng","Saudi Crown Prince Mohammed bin Salman","Riyadh, Saudi Arabia","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676860/sbgx_676864/"
"Saudi Arabia","沙特阿拉伯","2025-12","China and Saudi Arabia sign mutual visa exemption for diplomatic passport holders","diplomatic","人文交流合作","Cultural / people-to-people cooperation","positive","","","","","","https://www.mfa.gov.cn/web/wjbzhd/202512/t20251214_11772430.shtml"
"Singapore","新加坡","2003-11","Joint Council for Bilateral Cooperation launched","economic","经贸互利合作","Economic win-win cooperation","positive","","","","","","https://www.fmprc.gov.cn/eng/gjhdq_665435/2675_665437/2777_663548/2779_663552/202406/t20240607_11413253.html"
"Singapore","新加坡","2003-11","Working visit to China","leader_visit","高层互访","High-level visit","positive","government_head","partner_to_china","","","","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_677076/sbgx_677080/"
"Singapore","新加坡","2004-07","Deputy PM Lee Hsien Loong visit to Taiwan sparks Chinese protest","diplomatic","主权纠纷","Sovereignty dispute","negative","","","","","","http://www.china.org.cn/english/2004/Jul/101734.htm"
"Singapore","新加坡","2005-10","First official visit to China","leader_visit","高层互访","High-level visit","positive","government_head","partner_to_china","","","","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_677076/sbgx_677080/"
"Singapore","新加坡","2007-11","Tianjin Eco-City Framework Agreement signed","economic","经贸互利合作","Economic win-win cooperation","positive","","","","","","https://www.mnd.gov.sg/tianjinecocity"
"Singapore","新加坡","2008-10","China-Singapore Free Trade Agreement signed","economic","经贸互利合作","Economic win-win cooperation","positive","","","","","","https://treaty.mfa.gov.cn/Treaty/web/detail1.jsp?objid=1531876918521"
"Singapore","新加坡","2010-07","Singapore and China establish bilateral currency swap arrangement","economic","经贸互利合作","Economic win-win cooperation","positive","","","","","","https://www.mas.gov.sg/news/media-releases/2010/mas-and-pbc-bilateral-currency-swap"
"Singapore","新加坡","2015-11","State visit to Singapore","leader_visit","高层互访","High-level visit","positive","state_head","china_to_partner","","","","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_677076/sbgx_677080/"
"Singapore","新加坡","2016-11","Singapore military vehicles detained in Hong Kong","diplomatic","人员扣押/司法争议","Detention / judicial dispute","negative","","","","","","https://www.bbc.com/zhongwen/simp/china/2016/11/161124_hongkong_singapore_military_vehicle"
"Singapore","新加坡","2017-08","China-Singapore Chongqing Connectivity Initiative Southern Transport Corridor launched","economic","经贸互利合作","Economic win-win cooperation","positive","","","","","","https://www.mti.gov.sg/newsroom/greater-connectivity-between-singapore-and-chiongqing-with-the-china-singapore--chongqing--connectivity-initiative---southern-transport-corridor/"
"Singapore","新加坡","2018-10","China-Singapore FTA upgrade protocol signed","economic","经贸互利合作","Economic win-win cooperation","positive","","","","","","https://fta.mofcom.gov.cn/topic/china_singapore_upgrade.shtml"
"Singapore","新加坡","2023-04","Relations elevated to all-round high-quality future-oriented partnership","strategic","战略伙伴关系提升","Strategic partnership upgrade","positive","","","","","","https://www.pmo.gov.sg/newsroom/joint-announcement-china-and-singapore-all-round-high-quality-future-oriented-partnership-apr-2023/"
"Singapore","新加坡","2023-04","Official visit to China","leader_visit","高层互访","High-level visit","positive","government_head","partner_to_china","","","","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_677076/sbgx_677080/"
"Singapore","新加坡","2023-12","30-day mutual visa exemption","economic","人文交流合作","Cultural / people-to-people cooperation","positive","","","","","","https://www.mfa.gov.cn/wjbxw_new/202401/t20240125_11233114.shtml"
"Singapore","新加坡","2024-11","China-Singapore FTA further upgraded","economic","经贸互利合作","Economic win-win cooperation","positive","","","","","","https://www.enterprisesg.gov.sg/grow-your-business/go-global/international-agreements/free-trade-agreements/find-an-fta/csfta"
